DIRECTORIO;SECUENCIA_P;ORDEN;HOGAR;REGIS;P7480S1;P7480S1A1;P7480S3;P7480S3A1;P7480S4;P7480S4A1;P7480S5;P7480S5A1;P7480S6;P7480S6A1;P7480S7;P7480S7A1;P7480S8;P7480S8A1;P7480S9;P7480S9A1;P7480S10;P7480S10A1;P7480S11;P7480S11A1;P7481;AREA;MES;DPTO;fex_c_2011
5279736;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1107
5279736;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1107
5279736;1;4;1;90;2; ;1;12;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1107
5279736;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1107
5279737;1;1;1;90;2; ;1;28;2; ;1;18;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1098
5279737;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1098
5279737;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1098
5279737;1;4;1;90;2; ;1;18;2; ;1;48;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1098
5279737;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1098
5279737;1;7;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1098
5279768;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;350
5279768;1;2;1;90;2; ;1;38;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;350
5279768;1;4;1;90;2; ;1;32;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;54;11;54;350
5279803;1;1;1;90;2; ;1;7;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1508
5279803;1;2;1;90;2; ;1;56;2; ;1;56;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1508
5279804;1;1;1;90;2; ;1;28;2; ;2; ;1;34;2; ;2; ;2; ;2; ;2; ; ;05;11;05;929
5279804;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;929
5279805;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1302
5279805;1;2;1;90;2; ;1;36;2; ;2; ;1;12;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1302
5279816;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;403
5279816;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;403
5279816;1;3;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;403
5279816;1;4;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;403
5279817;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;790
5279817;1;2;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;790
5279817;1;3;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;790
5279817;1;5;1;90;2; ;1;1;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;68;11;68;790
5279820;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;420
5279820;1;2;1;90;2; ;1;20;2; ;2; ;1;25;2; ;2; ;2; ;2; ;2; ; ;08;11;08;420
5279820;1;3;1;90;2; ;1;15;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ; ;08;11;08;420
5279820;1;4;1;90;2; ;1;15;2; ;2; ;1;15;2; ;2; ;2; ;2; ;2; ; ;08;11;08;420
5279820;1;5;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;420
5279820;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;420
5279821;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;514
5279821;1;2;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;514
5279822;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;631
5279822;1;2;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;631
5279824;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;582
5279824;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;582
5279824;1;4;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;582
5279824;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;582
5279825;1;1;1;90;2; ;1;15;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;310
5279825;1;2;1;90;2; ;1;10;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;310
5279828;1;1;1;90;2; ;1;15;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;864
5279828;1;2;1;90;2; ;1;15;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;864
5279828;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;864
5279828;1;4;1;90;2; ;1;15;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;864
5279829;1;1;1;90;2; ;1;15;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ; ;08;11;08;462
5279829;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;462
5279830;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1319
5279830;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1319
5279830;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1319
5279830;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1319
5279831;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;882
5279831;1;2;1;90;2; ;1;15;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ; ;08;11;08;882
5279832;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;1;25;2; ;2; ; ;08;11;08;1050
5279832;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1050
5279832;1;3;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1050
5279832;1;4;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1050
5279833;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;970
5279833;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;970
5279833;1;3;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;970
5279833;1;4;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;970
5279837;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;683
5279837;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;683
5279837;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;683
5279837;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;683
5279837;1;5;1;90;2; ;1;40;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;683
5279838;1;1;1;90;2; ;1;45;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;962
5279838;1;2;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;962
5279840;1;1;1;90;2; ;1;36;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;900
5279840;1;2;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;900
5279840;1;3;1;90;2; ;1;30;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;900
5279840;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;900
5279840;1;5;1;90;2; ;1;4;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;900
5279841;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1113
5279841;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1113
5279841;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1113
5279842;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;855
5279842;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;855
5279842;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;855
5279843;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1028
5279843;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1028
5279844;1;1;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1101
5279844;1;2;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1101
5279844;1;3;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1101
5279844;1;4;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1101
5279844;1;5;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1101
5279844;1;6;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1101
5279844;1;7;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1101
5279844;1;8;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1101
5279844;1;9;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1101
5279844;1;10;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1101
5279845;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;868
5279845;1;2;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;868
5279845;1;3;1;90;2; ;1;25;2; ;2; ;1;20;2; ;2; ;2; ;2; ;2; ; ;08;11;08;868
5279845;1;4;1;90;2; ;1;45;2; ;2; ;1;40;2; ;2; ;2; ;2; ;2; ; ;08;11;08;868
5279845;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;868
5279845;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;868
5279846;1;1;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;832
5279846;1;2;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;832
5279846;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;832
5279846;1;4;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;832
5279846;1;6;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;832
5279846;1;9;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;832
5279846;1;10;1;90;2; ;1;9;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;832
5279847;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;997
5279847;1;2;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;997
5279847;1;3;1;90;2; ;1;45;2; ;1;50;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;997
5279847;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;997
5279847;1;6;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;997
5279847;1;7;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;997
5279847;1;8;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;997
5279848;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1102
5279848;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1102
5279848;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1102
5279848;1;4;1;90;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1102
5279849;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1177
5279849;1;2;1;90;2; ;1;45;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1177
5279849;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1177
5279849;1;4;1;90;2; ;1;40;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1177
5279849;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1177
5279849;1;6;1;90;2; ;1;46;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1177
5279849;1;7;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1177
5279849;1;8;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1177
5279849;1;9;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1177
5279849;1;10;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1177
5279850;1;1;1;90;2; ;1;15;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1440
5279850;1;2;1;90;2; ;1;25;2; ;1;10;1;15;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1440
5279850;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1440
5279850;1;4;1;90;2; ;1;5;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1440
5279850;1;5;1;90;2; ;1;15;1;20;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1440
5279850;1;7;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1440
5279851;1;1;1;90;2; ;1;25;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;2;1;90;2; ;1;10;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;5;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;6;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;7;1;90;2; ;1;15;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;8;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;9;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;10;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;11;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;13;1;90;2; ;1;10;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;14;1;90;2; ;1;15;2; ;1;25;2; ;2; ;1;8;2; ;2; ;2; ; ;08;11;08;490
5279851;1;15;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;16;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279851;1;17;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279852;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279852;1;2;1;90;2; ;1;25;2; ;1;35;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279852;1;3;1;90;2; ;1;15;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279852;1;4;1;90;2; ;1;15;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279852;1;5;1;90;2; ;1;15;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279852;1;6;1;90;2; ;1;5;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279852;1;7;1;90;2; ;1;5;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;490
5279853;1;1;1;90;1;15;1;15;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;841
5279853;1;2;1;90;2; ;1;5;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;841
5279853;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;841
5279854;1;1;1;90;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1010
5279854;1;2;1;90;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1010
5279854;1;3;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1010
5279855;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279855;1;2;1;90;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279855;1;3;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279855;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279855;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279855;1;6;1;90;2; ;1;15;2; ;1;20;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279855;1;7;1;90;2; ;1;15;2; ;1;15;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279855;1;8;1;90;2; ;1;25;2; ;1;25;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279855;1;11;1;90;2; ;1;10;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279855;1;12;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279855;1;13;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;08;11;08;1380
5279869;1;1;1;90;2; ;1;5;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1162
5279870;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;253
5279870;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;253
5279870;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;253
5279871;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;324
5279871;1;5;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;324
5279871;1;6;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;324
5279871;1;9;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;324
5279873;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;192
5279873;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;192
5279874;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;233
5279874;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;233
5279875;1;1;1;90;2; ;1;56;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;290
5279875;1;2;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;290
5279875;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;290
5279875;1;4;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;290
5279875;1;5;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;290
5279875;1;6;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;290
5279876;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;244
5279876;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;244
5279876;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;244
5279876;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;244
5279876;1;6;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;244
5279876;1;7;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;244
5279878;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;212
5279878;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;212
5279878;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;212
5279878;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;212
5279879;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;198
5279879;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;198
5279879;1;3;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;198
5279879;1;4;1;90;2; ;1;3;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;198
5279880;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;275
5279880;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;275
5279880;1;4;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;275
5279881;1;1;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;246
5279881;1;2;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;246
5279882;1;1;1;90;2; ;1;28;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;181
5279882;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;181
5279883;1;1;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;205
5279883;1;2;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;205
5279884;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;192
5279884;1;2;1;90;2; ;1;21;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;192
5279886;1;1;1;90;2; ;1;7;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;17;11;17;227
5279896;1;1;1;90;2; ;1;2;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1181
5279896;1;2;1;90;2; ;1;14;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1181
5279896;1;3;1;90;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1181
5279897;1;1;1;90;2; ;1;12;2; ;2; ;2; ;2; ;2; ;2; ;2; ;2; ; ;05;11;05;1343
